report_path,page_id,visual_id,visual_type,style_variant,property_path,property_name,property_value,value_type,source_file
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,557ab93bcfedbfe6ee59,pivotTable,Style 4,columnHeaders.fontColor.solid.color,color,"ThemeDataColor(ColorId=0,Percent=0)",string,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/557ab93bcfedbfe6ee59/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,557ab93bcfedbfe6ee59,pivotTable,Style 4,columnHeaders.fontFamily,fontFamily,Calibri,string,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/557ab93bcfedbfe6ee59/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,557ab93bcfedbfe6ee59,pivotTable,Style 4,columnHeaders.fontSize,fontSize,14,integer,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/557ab93bcfedbfe6ee59/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,557ab93bcfedbfe6ee59,pivotTable,Style 4,columnHeaders.titleAlignment,titleAlignment,Center,string,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/557ab93bcfedbfe6ee59/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,557ab93bcfedbfe6ee59,pivotTable,Style 4,grid.gridHorizontalColor.solid.color,color,#D5D5D4,string,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/557ab93bcfedbfe6ee59/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,557ab93bcfedbfe6ee59,pivotTable,Style 4,rowHeaders.fontFamily,fontFamily,''Lucida Sans Unicode'',string,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/557ab93bcfedbfe6ee59/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,557ab93bcfedbfe6ee59,pivotTable,Style 4,rowHeaders.showExpandCollapseButtons,showExpandCollapseButtons,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/557ab93bcfedbfe6ee59/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,557ab93bcfedbfe6ee59,pivotTable,Style 4,stylePreset.name,name,None,string,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/557ab93bcfedbfe6ee59/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,557ab93bcfedbfe6ee59,pivotTable,Style 4,subTotals[id=Row].applyToHeaders,applyToHeaders,true,boolean,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/557ab93bcfedbfe6ee59/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,557ab93bcfedbfe6ee59,pivotTable,Style 4,subTotals[id=Row].backColor.solid.color,color,"ThemeDataColor(ColorId=5,Percent=0)",string,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/557ab93bcfedbfe6ee59/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,557ab93bcfedbfe6ee59,pivotTable,Style 4,title.fontColor.solid.color,color,#2E2E2E,string,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/557ab93bcfedbfe6ee59/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,557ab93bcfedbfe6ee59,pivotTable,Style 4,title.show,show,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/557ab93bcfedbfe6ee59/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,557ab93bcfedbfe6ee59,pivotTable,Style 4,values.fontColorPrimary.solid.color,color,#2E2E2E,string,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/557ab93bcfedbfe6ee59/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,557ab93bcfedbfe6ee59,pivotTable,Style 4,values.fontColorSecondary.solid.color,color,#2E2E2E,string,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/557ab93bcfedbfe6ee59/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,557ab93bcfedbfe6ee59,pivotTable,Style 4,values.fontFamily,fontFamily,Calibri,string,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/557ab93bcfedbfe6ee59/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,557ab93bcfedbfe6ee59,pivotTable,Style 4,values.fontSize,fontSize,12,integer,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/557ab93bcfedbfe6ee59/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,87a6fc356fd4f6e16394,shape,Style 2,fill[id=default].fillColor.solid.color,color,"ThemeDataColor(ColorId=0,Percent=0)",string,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/87a6fc356fd4f6e16394/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,95bc395b30ac008a5fd9,card,Style 2,background.show,show,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/95bc395b30ac008a5fd9/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,95bc395b30ac008a5fd9,card,Style 2,categoryLabels.show,show,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/95bc395b30ac008a5fd9/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,95bc395b30ac008a5fd9,card,Style 2,labels.color.solid.color,color,"{""Conditional"": {""Cases"": [{""Condition"": {""Comparison"": {""ComparisonKind"": 0, ""Left"": {""Measure"": {""Expression"": {""SourceRef"": {""Entity"": ""_Measures""}}, ""Property"": ""Amt Paid Change %""}}, ""Right"": 0}}, ""Value"": ""#666666""}, {""Condition"": {""Comparison"": {""ComparisonKind"": 3, ""Left"": {""Measure"": {""Expression"": {""SourceRef"": {""Entity"": ""_Measures""}}, ""Property"": ""Amt Paid Change %""}}, ""Right"": 0}}, ""Value"": ""#008000""}, {""Condition"": {""Comparison"": {""ComparisonKind"": 2, ""Left"": {""Measure"": {""Expression"": {""SourceRef"": {""Entity"": ""_Measures""}}, ""Property"": ""Amt Paid Change %""}}, ""Right"": 0}}, ""Value"": ""#FF0000""}]}}",object,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/95bc395b30ac008a5fd9/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,95bc395b30ac008a5fd9,card,Style 2,labels.fontSize,fontSize,9,integer,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/95bc395b30ac008a5fd9/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,95bc395b30ac008a5fd9,card,Style 2,title.alignment,alignment,center,string,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/95bc395b30ac008a5fd9/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,95bc395b30ac008a5fd9,card,Style 2,title.fontFamily,fontFamily,"''Segoe UI Semibold'', wf_segoe-ui_semibold, helvetica, arial, sans-serif",string,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/95bc395b30ac008a5fd9/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,95bc395b30ac008a5fd9,card,Style 2,title.show,show,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/95bc395b30ac008a5fd9/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,a0dd202e0798bbf18b92,actionButton,Style 1,icon.show,show,true,boolean,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/a0dd202e0798bbf18b92/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,a7397c52bc6264a5e075,textbox,Style 1,background.show,show,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/a7397c52bc6264a5e075/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,aebf6f41349a836b67fc,tableEx,Style 2,background.show,show,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/aebf6f41349a836b67fc/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,aebf6f41349a836b67fc,tableEx,Style 2,background.transparency,transparency,0,integer,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/aebf6f41349a836b67fc/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,aebf6f41349a836b67fc,tableEx,Style 2,columnHeaders.alignment,alignment,Center,string,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/aebf6f41349a836b67fc/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,aebf6f41349a836b67fc,tableEx,Style 2,columnHeaders.backColor.solid.color,color,"ThemeDataColor(ColorId=2,Percent=0)",string,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/aebf6f41349a836b67fc/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,aebf6f41349a836b67fc,tableEx,Style 2,columnHeaders.fontColor.solid.color,color,"ThemeDataColor(ColorId=0,Percent=0)",string,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/aebf6f41349a836b67fc/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,aebf6f41349a836b67fc,tableEx,Style 2,columnHeaders.fontFamily,fontFamily,Calibri,string,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/aebf6f41349a836b67fc/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,aebf6f41349a836b67fc,tableEx,Style 2,columnHeaders.fontSize,fontSize,14,integer,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/aebf6f41349a836b67fc/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,aebf6f41349a836b67fc,tableEx,Style 2,grid.gridHorizontalColor.solid.color,color,#D5D5D4,string,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/aebf6f41349a836b67fc/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,aebf6f41349a836b67fc,tableEx,Style 2,stylePreset.name,name,None,string,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/aebf6f41349a836b67fc/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,aebf6f41349a836b67fc,tableEx,Style 2,title.fontColor.solid.color,color,#2E2E2E,string,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/aebf6f41349a836b67fc/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,aebf6f41349a836b67fc,tableEx,Style 2,title.show,show,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/aebf6f41349a836b67fc/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,aebf6f41349a836b67fc,tableEx,Style 2,total.totals,totals,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/aebf6f41349a836b67fc/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,aebf6f41349a836b67fc,tableEx,Style 2,values.fontColorPrimary.solid.color,color,#2E2E2E,string,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/aebf6f41349a836b67fc/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,aebf6f41349a836b67fc,tableEx,Style 2,values.fontColorSecondary.solid.color,color,#2E2E2E,string,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/aebf6f41349a836b67fc/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,aebf6f41349a836b67fc,tableEx,Style 2,values.fontFamily,fontFamily,Calibri,string,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/aebf6f41349a836b67fc/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,aebf6f41349a836b67fc,tableEx,Style 2,values.fontSize,fontSize,12,integer,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/aebf6f41349a836b67fc/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,b9911de327c5291ccdfc,shape,Style 3,fill.show,show,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/b9911de327c5291ccdfc/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,c596ef67544ee9cf09f8,waterfallChart,Style 1,categoryAxis.fontFamily,fontFamily,Calibri,string,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/c596ef67544ee9cf09f8/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,c596ef67544ee9cf09f8,waterfallChart,Style 1,categoryAxis.fontSize,fontSize,14,integer,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/c596ef67544ee9cf09f8/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,c596ef67544ee9cf09f8,waterfallChart,Style 1,categoryAxis.innerPadding,innerPadding,15,integer,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/c596ef67544ee9cf09f8/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,c596ef67544ee9cf09f8,waterfallChart,Style 1,categoryAxis.labelColor.solid.color,color,#4B4C4A,string,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/c596ef67544ee9cf09f8/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,c596ef67544ee9cf09f8,waterfallChart,Style 1,categoryAxis.maxMarginFactor,maxMarginFactor,35,integer,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/c596ef67544ee9cf09f8/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,c596ef67544ee9cf09f8,waterfallChart,Style 1,categoryAxis.preferredCategoryWidth,preferredCategoryWidth,40,integer,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/c596ef67544ee9cf09f8/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,c596ef67544ee9cf09f8,waterfallChart,Style 1,categoryAxis.showAxisTitle,showAxisTitle,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/c596ef67544ee9cf09f8/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,c596ef67544ee9cf09f8,waterfallChart,Style 1,labels.color.solid.color,color,#4B4C4A,string,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/c596ef67544ee9cf09f8/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,c596ef67544ee9cf09f8,waterfallChart,Style 1,labels.fontFamily,fontFamily,Calibri,string,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/c596ef67544ee9cf09f8/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,c596ef67544ee9cf09f8,waterfallChart,Style 1,labels.fontSize,fontSize,12,integer,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/c596ef67544ee9cf09f8/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,c596ef67544ee9cf09f8,waterfallChart,Style 1,labels.labelDisplayUnits,labelDisplayUnits,1000000,integer,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/c596ef67544ee9cf09f8/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,c596ef67544ee9cf09f8,waterfallChart,Style 1,labels.labelPosition,labelPosition,Auto,string,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/c596ef67544ee9cf09f8/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,c596ef67544ee9cf09f8,waterfallChart,Style 1,labels.labelPrecision,labelPrecision,1,integer,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/c596ef67544ee9cf09f8/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,c596ef67544ee9cf09f8,waterfallChart,Style 1,labels.show,show,true,boolean,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/c596ef67544ee9cf09f8/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,c596ef67544ee9cf09f8,waterfallChart,Style 1,legend.show,show,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/c596ef67544ee9cf09f8/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,c596ef67544ee9cf09f8,waterfallChart,Style 1,valueAxis.show,show,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/c596ef67544ee9cf09f8/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,c596ef67544ee9cf09f8,waterfallChart,Style 1,valueAxis.showAxisTitle,showAxisTitle,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/c596ef67544ee9cf09f8/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,cecca9027b92d8186770,shape,Style 1,fill.fillColor.solid.color,color,"ThemeDataColor(ColorId=6,Percent=0)",string,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/cecca9027b92d8186770/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,cecca9027b92d8186770,shape,Style 1,fill.show,show,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/cecca9027b92d8186770/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,cecca9027b92d8186770,shape,Style 1,visualHeader.show,show,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/cecca9027b92d8186770/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,d51d4ed5dc123e8dd1f2,slicer,Style 3,background.transparency,transparency,0,integer,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/d51d4ed5dc123e8dd1f2/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,d51d4ed5dc123e8dd1f2,slicer,Style 3,data.mode,mode,Dropdown,string,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/d51d4ed5dc123e8dd1f2/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,d51d4ed5dc123e8dd1f2,slicer,Style 3,selection.selectAllCheckboxEnabled,selectAllCheckboxEnabled,true,boolean,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/d51d4ed5dc123e8dd1f2/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,d51d4ed5dc123e8dd1f2,slicer,Style 3,selection.singleSelect,singleSelect,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/d51d4ed5dc123e8dd1f2/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,d51d4ed5dc123e8dd1f2,slicer,Style 3,visualHeader.show,show,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/d51d4ed5dc123e8dd1f2/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,d9be8b250cb722567678,textbox,Style 2,background.show,show,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/d9be8b250cb722567678/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,d9be8b250cb722567678,textbox,Style 2,background.transparency,transparency,0,integer,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/d9be8b250cb722567678/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,d9be8b250cb722567678,textbox,Style 2,title.fontColor.solid.color,color,#2E2E2E,string,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/d9be8b250cb722567678/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,d9be8b250cb722567678,textbox,Style 2,title.show,show,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/d9be8b250cb722567678/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,d9be8b250cb722567678,textbox,Style 2,visualHeader.show,show,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/d9be8b250cb722567678/visual.json
/3.Sample Files/Spend Cube.Report,c6c944f6f8cefed2eb4d,e1082a40ebef008f13f8,textbox,Style 1,background.show,show,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/c6c944f6f8cefed2eb4d/visuals/e1082a40ebef008f13f8/visual.json
/3.Sample Files/Spend Cube.Report,e3f3044a3d39d4ba663d,14b8f01be0edd333b50e,actionButton,Style 2,fill[id=default].fillColor.solid.color,color,"ThemeDataColor(ColorId=0,Percent=0)",string,3.Sample Files/Spend Cube.Report/definition/pages/e3f3044a3d39d4ba663d/visuals/14b8f01be0edd333b50e/visual.json
/3.Sample Files/Spend Cube.Report,e3f3044a3d39d4ba663d,14b8f01be0edd333b50e,actionButton,Style 2,fill.show,show,true,boolean,3.Sample Files/Spend Cube.Report/definition/pages/e3f3044a3d39d4ba663d/visuals/14b8f01be0edd333b50e/visual.json
/3.Sample Files/Spend Cube.Report,e3f3044a3d39d4ba663d,14b8f01be0edd333b50e,actionButton,Style 2,fill[id=default].transparency,transparency,0,integer,3.Sample Files/Spend Cube.Report/definition/pages/e3f3044a3d39d4ba663d/visuals/14b8f01be0edd333b50e/visual.json
/3.Sample Files/Spend Cube.Report,e3f3044a3d39d4ba663d,14b8f01be0edd333b50e,actionButton,Style 2,icon.show,show,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/e3f3044a3d39d4ba663d/visuals/14b8f01be0edd333b50e/visual.json
/3.Sample Files/Spend Cube.Report,e3f3044a3d39d4ba663d,14b8f01be0edd333b50e,actionButton,Style 2,outline.show,show,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/e3f3044a3d39d4ba663d/visuals/14b8f01be0edd333b50e/visual.json
/3.Sample Files/Spend Cube.Report,e3f3044a3d39d4ba663d,14b8f01be0edd333b50e,actionButton,Style 2,outline[id=default].weight,weight,1,integer,3.Sample Files/Spend Cube.Report/definition/pages/e3f3044a3d39d4ba663d/visuals/14b8f01be0edd333b50e/visual.json
/3.Sample Files/Spend Cube.Report,e3f3044a3d39d4ba663d,14b8f01be0edd333b50e,actionButton,Style 2,text.show,show,true,boolean,3.Sample Files/Spend Cube.Report/definition/pages/e3f3044a3d39d4ba663d/visuals/14b8f01be0edd333b50e/visual.json
/3.Sample Files/Spend Cube.Report,e3f3044a3d39d4ba663d,35c92ea553139e671b07,slicer,Style 1,data.mode,mode,Dropdown,string,3.Sample Files/Spend Cube.Report/definition/pages/e3f3044a3d39d4ba663d/visuals/35c92ea553139e671b07/visual.json
/3.Sample Files/Spend Cube.Report,e3f3044a3d39d4ba663d,35c92ea553139e671b07,slicer,Style 1,header.show,show,true,boolean,3.Sample Files/Spend Cube.Report/definition/pages/e3f3044a3d39d4ba663d/visuals/35c92ea553139e671b07/visual.json
/3.Sample Files/Spend Cube.Report,e3f3044a3d39d4ba663d,35c92ea553139e671b07,slicer,Style 1,selection.selectAllCheckboxEnabled,selectAllCheckboxEnabled,true,boolean,3.Sample Files/Spend Cube.Report/definition/pages/e3f3044a3d39d4ba663d/visuals/35c92ea553139e671b07/visual.json
/3.Sample Files/Spend Cube.Report,e3f3044a3d39d4ba663d,35c92ea553139e671b07,slicer,Style 1,selection.singleSelect,singleSelect,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/e3f3044a3d39d4ba663d/visuals/35c92ea553139e671b07/visual.json
/3.Sample Files/Spend Cube.Report,e3f3044a3d39d4ba663d,35c92ea553139e671b07,slicer,Style 1,visualHeader.show,show,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/e3f3044a3d39d4ba663d/visuals/35c92ea553139e671b07/visual.json
/3.Sample Files/Spend Cube.Report,e3f3044a3d39d4ba663d,4934cf27d879a859bf4e,image,Style 1,imageScaling.imageScalingType,imageScalingType,Normal,string,3.Sample Files/Spend Cube.Report/definition/pages/e3f3044a3d39d4ba663d/visuals/4934cf27d879a859bf4e/visual.json
/3.Sample Files/Spend Cube.Report,e3f3044a3d39d4ba663d,4ba72d0de47cc7d61b1c,tableEx,Style 1,background.show,show,true,boolean,3.Sample Files/Spend Cube.Report/definition/pages/e3f3044a3d39d4ba663d/visuals/4ba72d0de47cc7d61b1c/visual.json
/3.Sample Files/Spend Cube.Report,e3f3044a3d39d4ba663d,4ba72d0de47cc7d61b1c,tableEx,Style 1,background.transparency,transparency,0,integer,3.Sample Files/Spend Cube.Report/definition/pages/e3f3044a3d39d4ba663d/visuals/4ba72d0de47cc7d61b1c/visual.json
/3.Sample Files/Spend Cube.Report,e3f3044a3d39d4ba663d,4ba72d0de47cc7d61b1c,tableEx,Style 1,columnHeaders.alignment,alignment,Center,string,3.Sample Files/Spend Cube.Report/definition/pages/e3f3044a3d39d4ba663d/visuals/4ba72d0de47cc7d61b1c/visual.json
/3.Sample Files/Spend Cube.Report,e3f3044a3d39d4ba663d,4ba72d0de47cc7d61b1c,tableEx,Style 1,columnHeaders.backColor.solid.color,color,"ThemeDataColor(ColorId=3,Percent=0)",string,3.Sample Files/Spend Cube.Report/definition/pages/e3f3044a3d39d4ba663d/visuals/4ba72d0de47cc7d61b1c/visual.json
