report_path,page_id,visual_id,visual_type,style_variant,property_path,property_name,property_value,value_type,source_file
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,522417871a3e0f158281,lineChart,Style 1,categoryAxis.preferredCategoryWidth,preferredCategoryWidth,40,integer,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/522417871a3e0f158281/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,522417871a3e0f158281,lineChart,Style 1,categoryAxis.show,show,true,boolean,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/522417871a3e0f158281/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,522417871a3e0f158281,lineChart,Style 1,categoryAxis.showAxisTitle,showAxisTitle,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/522417871a3e0f158281/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,522417871a3e0f158281,lineChart,Style 1,labels.color.solid.color,color,#4B4C4A,string,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/522417871a3e0f158281/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,522417871a3e0f158281,lineChart,Style 1,labels.fontFamily,fontFamily,"''Segoe UI Semibold'', wf_segoe-ui_semibold, helvetica, arial, sans-serif",string,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/522417871a3e0f158281/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,522417871a3e0f158281,lineChart,Style 1,labels.fontSize,fontSize,12,integer,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/522417871a3e0f158281/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,522417871a3e0f158281,lineChart,Style 1,labels.labelPrecision,labelPrecision,1,integer,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/522417871a3e0f158281/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,522417871a3e0f158281,lineChart,Style 1,labels.show,show,true,boolean,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/522417871a3e0f158281/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,522417871a3e0f158281,lineChart,Style 1,legend.position,position,LeftCenter,string,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/522417871a3e0f158281/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,522417871a3e0f158281,lineChart,Style 1,legend.showTitle,showTitle,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/522417871a3e0f158281/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,522417871a3e0f158281,lineChart,Style 1,lineStyles.markerSize,markerSize,4,integer,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/522417871a3e0f158281/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,522417871a3e0f158281,lineChart,Style 1,lineStyles.showMarker,showMarker,true,boolean,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/522417871a3e0f158281/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,522417871a3e0f158281,lineChart,Style 1,valueAxis.show,show,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/522417871a3e0f158281/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,522417871a3e0f158281,lineChart,Style 1,valueAxis.showAxisTitle,showAxisTitle,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/522417871a3e0f158281/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,5faf003e33597246dcca,image,Style 1,imageScaling.imageScalingType,imageScalingType,Normal,string,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/5faf003e33597246dcca/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,7ce456e803f99d2af1d5,textbox,Style 1,background.show,show,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/7ce456e803f99d2af1d5/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,93568db84a575d1cb1e3,shape,Style 1,fill.fillColor.solid.color,color,"ThemeDataColor(ColorId=6,Percent=0)",string,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/93568db84a575d1cb1e3/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,93568db84a575d1cb1e3,shape,Style 1,fill.show,show,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/93568db84a575d1cb1e3/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,93568db84a575d1cb1e3,shape,Style 1,visualHeader.show,show,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/93568db84a575d1cb1e3/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,9f8a65a6e4fbb53669bc,shape,Style 1,fill.fillColor.solid.color,color,"ThemeDataColor(ColorId=6,Percent=0)",string,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/9f8a65a6e4fbb53669bc/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,9f8a65a6e4fbb53669bc,shape,Style 1,fill.show,show,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/9f8a65a6e4fbb53669bc/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,9f8a65a6e4fbb53669bc,shape,Style 1,visualHeader.show,show,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/9f8a65a6e4fbb53669bc/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,9fa9b6cfc6e98c815c48,shape,Style 1,fill.fillColor.solid.color,color,"ThemeDataColor(ColorId=6,Percent=0)",string,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/9fa9b6cfc6e98c815c48/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,9fa9b6cfc6e98c815c48,shape,Style 1,fill.show,show,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/9fa9b6cfc6e98c815c48/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,9fa9b6cfc6e98c815c48,shape,Style 1,visualHeader.show,show,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/9fa9b6cfc6e98c815c48/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,eee22707705d70d18888,pivotTable,Style 3,background.show,show,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/eee22707705d70d18888/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,eee22707705d70d18888,pivotTable,Style 3,background.transparency,transparency,0,integer,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/eee22707705d70d18888/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,eee22707705d70d18888,pivotTable,Style 3,columnHeaders.alignment,alignment,Center,string,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/eee22707705d70d18888/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,eee22707705d70d18888,pivotTable,Style 3,columnHeaders.backColor.solid.color,color,"ThemeDataColor(ColorId=2,Percent=0)",string,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/eee22707705d70d18888/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,eee22707705d70d18888,pivotTable,Style 3,columnHeaders.fontColor.solid.color,color,"ThemeDataColor(ColorId=0,Percent=0)",string,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/eee22707705d70d18888/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,eee22707705d70d18888,pivotTable,Style 3,columnHeaders.fontFamily,fontFamily,"''Segoe UI Semibold'', wf_segoe-ui_semibold, helvetica, arial, sans-serif",string,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/eee22707705d70d18888/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,eee22707705d70d18888,pivotTable,Style 3,columnHeaders.fontSize,fontSize,12,integer,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/eee22707705d70d18888/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,eee22707705d70d18888,pivotTable,Style 3,columnHeaders.titleAlignment,titleAlignment,Center,string,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/eee22707705d70d18888/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,eee22707705d70d18888,pivotTable,Style 3,grid.gridHorizontalColor.solid.color,color,#D5D5D4,string,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/eee22707705d70d18888/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,eee22707705d70d18888,pivotTable,Style 3,rowHeaders.showExpandCollapseButtons,showExpandCollapseButtons,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/eee22707705d70d18888/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,eee22707705d70d18888,pivotTable,Style 3,stylePreset.name,name,None,string,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/eee22707705d70d18888/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,eee22707705d70d18888,pivotTable,Style 3,subTotals[id=Row].applyToHeaders,applyToHeaders,true,boolean,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/eee22707705d70d18888/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,eee22707705d70d18888,pivotTable,Style 3,subTotals[id=Row].backColor.solid.color,color,"ThemeDataColor(ColorId=5,Percent=0)",string,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/eee22707705d70d18888/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,eee22707705d70d18888,pivotTable,Style 3,title.fontColor.solid.color,color,#2E2E2E,string,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/eee22707705d70d18888/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,eee22707705d70d18888,pivotTable,Style 3,title.show,show,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/eee22707705d70d18888/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,eee22707705d70d18888,pivotTable,Style 3,values.fontColorPrimary.solid.color,color,#2E2E2E,string,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/eee22707705d70d18888/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,eee22707705d70d18888,pivotTable,Style 3,values.fontColorSecondary.solid.color,color,#2E2E2E,string,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/eee22707705d70d18888/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,eee22707705d70d18888,pivotTable,Style 3,values.fontFamily,fontFamily,Calibri,string,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/eee22707705d70d18888/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,eee22707705d70d18888,pivotTable,Style 3,values.fontSize,fontSize,12,integer,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/eee22707705d70d18888/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,f74b189eebaca39d8e9d,actionButton,Style 1,icon.show,show,true,boolean,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/f74b189eebaca39d8e9d/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,f84517e0c4bfbcf6e83b,slicer,Style 2,data.mode,mode,Dropdown,string,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/f84517e0c4bfbcf6e83b/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,f84517e0c4bfbcf6e83b,slicer,Style 2,selection.selectAllCheckboxEnabled,selectAllCheckboxEnabled,true,boolean,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/f84517e0c4bfbcf6e83b/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,f84517e0c4bfbcf6e83b,slicer,Style 2,selection.singleSelect,singleSelect,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/f84517e0c4bfbcf6e83b/visual.json
/3.Sample Files/Spend Cube.Report,1727c31ca7e81a638716,f84517e0c4bfbcf6e83b,slicer,Style 2,visualHeader.show,show,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/1727c31ca7e81a638716/visuals/f84517e0c4bfbcf6e83b/visual.json
/3.Sample Files/Spend Cube.Report,1fcf82ba299c5692a2b4,18362653b1c98af05d60,slicer,Style 1,data.mode,mode,Dropdown,string,3.Sample Files/Spend Cube.Report/definition/pages/1fcf82ba299c5692a2b4/visuals/18362653b1c98af05d60/visual.json
/3.Sample Files/Spend Cube.Report,1fcf82ba299c5692a2b4,18362653b1c98af05d60,slicer,Style 1,header.show,show,true,boolean,3.Sample Files/Spend Cube.Report/definition/pages/1fcf82ba299c5692a2b4/visuals/18362653b1c98af05d60/visual.json
/3.Sample Files/Spend Cube.Report,1fcf82ba299c5692a2b4,18362653b1c98af05d60,slicer,Style 1,selection.selectAllCheckboxEnabled,selectAllCheckboxEnabled,true,boolean,3.Sample Files/Spend Cube.Report/definition/pages/1fcf82ba299c5692a2b4/visuals/18362653b1c98af05d60/visual.json
/3.Sample Files/Spend Cube.Report,1fcf82ba299c5692a2b4,18362653b1c98af05d60,slicer,Style 1,selection.singleSelect,singleSelect,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/1fcf82ba299c5692a2b4/visuals/18362653b1c98af05d60/visual.json
/3.Sample Files/Spend Cube.Report,1fcf82ba299c5692a2b4,18362653b1c98af05d60,slicer,Style 1,visualHeader.show,show,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/1fcf82ba299c5692a2b4/visuals/18362653b1c98af05d60/visual.json
/3.Sample Files/Spend Cube.Report,1fcf82ba299c5692a2b4,2de7b3e3eae7c195ab91,slicer,Style 1,data.mode,mode,Dropdown,string,3.Sample Files/Spend Cube.Report/definition/pages/1fcf82ba299c5692a2b4/visuals/2de7b3e3eae7c195ab91/visual.json
/3.Sample Files/Spend Cube.Report,1fcf82ba299c5692a2b4,2de7b3e3eae7c195ab91,slicer,Style 1,header.show,show,true,boolean,3.Sample Files/Spend Cube.Report/definition/pages/1fcf82ba299c5692a2b4/visuals/2de7b3e3eae7c195ab91/visual.json
/3.Sample Files/Spend Cube.Report,1fcf82ba299c5692a2b4,2de7b3e3eae7c195ab91,slicer,Style 1,selection.selectAllCheckboxEnabled,selectAllCheckboxEnabled,true,boolean,3.Sample Files/Spend Cube.Report/definition/pages/1fcf82ba299c5692a2b4/visuals/2de7b3e3eae7c195ab91/visual.json
/3.Sample Files/Spend Cube.Report,1fcf82ba299c5692a2b4,2de7b3e3eae7c195ab91,slicer,Style 1,selection.singleSelect,singleSelect,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/1fcf82ba299c5692a2b4/visuals/2de7b3e3eae7c195ab91/visual.json
/3.Sample Files/Spend Cube.Report,1fcf82ba299c5692a2b4,2de7b3e3eae7c195ab91,slicer,Style 1,visualHeader.show,show,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/1fcf82ba299c5692a2b4/visuals/2de7b3e3eae7c195ab91/visual.json
/3.Sample Files/Spend Cube.Report,1fcf82ba299c5692a2b4,548460d9f6a19ad71a8d,slicer,Style 1,data.mode,mode,Dropdown,string,3.Sample Files/Spend Cube.Report/definition/pages/1fcf82ba299c5692a2b4/visuals/548460d9f6a19ad71a8d/visual.json
/3.Sample Files/Spend Cube.Report,1fcf82ba299c5692a2b4,548460d9f6a19ad71a8d,slicer,Style 1,header.show,show,true,boolean,3.Sample Files/Spend Cube.Report/definition/pages/1fcf82ba299c5692a2b4/visuals/548460d9f6a19ad71a8d/visual.json
/3.Sample Files/Spend Cube.Report,1fcf82ba299c5692a2b4,548460d9f6a19ad71a8d,slicer,Style 1,selection.selectAllCheckboxEnabled,selectAllCheckboxEnabled,true,boolean,3.Sample Files/Spend Cube.Report/definition/pages/1fcf82ba299c5692a2b4/visuals/548460d9f6a19ad71a8d/visual.json
/3.Sample Files/Spend Cube.Report,1fcf82ba299c5692a2b4,548460d9f6a19ad71a8d,slicer,Style 1,selection.singleSelect,singleSelect,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/1fcf82ba299c5692a2b4/visuals/548460d9f6a19ad71a8d/visual.json
/3.Sample Files/Spend Cube.Report,1fcf82ba299c5692a2b4,548460d9f6a19ad71a8d,slicer,Style 1,visualHeader.show,show,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/1fcf82ba299c5692a2b4/visuals/548460d9f6a19ad71a8d/visual.json
/3.Sample Files/Spend Cube.Report,1fcf82ba299c5692a2b4,814708d5d4d9687de3bd,shape,Style 2,fill[id=default].fillColor.solid.color,color,"ThemeDataColor(ColorId=0,Percent=0)",string,3.Sample Files/Spend Cube.Report/definition/pages/1fcf82ba299c5692a2b4/visuals/814708d5d4d9687de3bd/visual.json
/3.Sample Files/Spend Cube.Report,1fcf82ba299c5692a2b4,86f8400d38bcd3e4dbbf,slicer,Style 1,data.mode,mode,Dropdown,string,3.Sample Files/Spend Cube.Report/definition/pages/1fcf82ba299c5692a2b4/visuals/86f8400d38bcd3e4dbbf/visual.json
/3.Sample Files/Spend Cube.Report,1fcf82ba299c5692a2b4,86f8400d38bcd3e4dbbf,slicer,Style 1,header.show,show,true,boolean,3.Sample Files/Spend Cube.Report/definition/pages/1fcf82ba299c5692a2b4/visuals/86f8400d38bcd3e4dbbf/visual.json
/3.Sample Files/Spend Cube.Report,1fcf82ba299c5692a2b4,86f8400d38bcd3e4dbbf,slicer,Style 1,selection.selectAllCheckboxEnabled,selectAllCheckboxEnabled,true,boolean,3.Sample Files/Spend Cube.Report/definition/pages/1fcf82ba299c5692a2b4/visuals/86f8400d38bcd3e4dbbf/visual.json
/3.Sample Files/Spend Cube.Report,1fcf82ba299c5692a2b4,86f8400d38bcd3e4dbbf,slicer,Style 1,selection.singleSelect,singleSelect,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/1fcf82ba299c5692a2b4/visuals/86f8400d38bcd3e4dbbf/visual.json
/3.Sample Files/Spend Cube.Report,1fcf82ba299c5692a2b4,86f8400d38bcd3e4dbbf,slicer,Style 1,visualHeader.show,show,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/1fcf82ba299c5692a2b4/visuals/86f8400d38bcd3e4dbbf/visual.json
/3.Sample Files/Spend Cube.Report,1fcf82ba299c5692a2b4,8c683d5064b23c26ac4d,slicer,Style 1,data.mode,mode,Dropdown,string,3.Sample Files/Spend Cube.Report/definition/pages/1fcf82ba299c5692a2b4/visuals/8c683d5064b23c26ac4d/visual.json
/3.Sample Files/Spend Cube.Report,1fcf82ba299c5692a2b4,8c683d5064b23c26ac4d,slicer,Style 1,header.show,show,true,boolean,3.Sample Files/Spend Cube.Report/definition/pages/1fcf82ba299c5692a2b4/visuals/8c683d5064b23c26ac4d/visual.json
/3.Sample Files/Spend Cube.Report,1fcf82ba299c5692a2b4,8c683d5064b23c26ac4d,slicer,Style 1,selection.selectAllCheckboxEnabled,selectAllCheckboxEnabled,true,boolean,3.Sample Files/Spend Cube.Report/definition/pages/1fcf82ba299c5692a2b4/visuals/8c683d5064b23c26ac4d/visual.json
/3.Sample Files/Spend Cube.Report,1fcf82ba299c5692a2b4,8c683d5064b23c26ac4d,slicer,Style 1,selection.singleSelect,singleSelect,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/1fcf82ba299c5692a2b4/visuals/8c683d5064b23c26ac4d/visual.json
/3.Sample Files/Spend Cube.Report,1fcf82ba299c5692a2b4,8c683d5064b23c26ac4d,slicer,Style 1,visualHeader.show,show,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/1fcf82ba299c5692a2b4/visuals/8c683d5064b23c26ac4d/visual.json
/3.Sample Files/Spend Cube.Report,1fcf82ba299c5692a2b4,9b7d3377d87a29578137,tableEx,Style 3,background.show,show,true,boolean,3.Sample Files/Spend Cube.Report/definition/pages/1fcf82ba299c5692a2b4/visuals/9b7d3377d87a29578137/visual.json
/3.Sample Files/Spend Cube.Report,1fcf82ba299c5692a2b4,9b7d3377d87a29578137,tableEx,Style 3,background.transparency,transparency,0,integer,3.Sample Files/Spend Cube.Report/definition/pages/1fcf82ba299c5692a2b4/visuals/9b7d3377d87a29578137/visual.json
/3.Sample Files/Spend Cube.Report,1fcf82ba299c5692a2b4,9b7d3377d87a29578137,tableEx,Style 3,columnHeaders.alignment,alignment,Center,string,3.Sample Files/Spend Cube.Report/definition/pages/1fcf82ba299c5692a2b4/visuals/9b7d3377d87a29578137/visual.json
/3.Sample Files/Spend Cube.Report,1fcf82ba299c5692a2b4,9b7d3377d87a29578137,tableEx,Style 3,columnHeaders.backColor.solid.color,color,"ThemeDataColor(ColorId=3,Percent=0)",string,3.Sample Files/Spend Cube.Report/definition/pages/1fcf82ba299c5692a2b4/visuals/9b7d3377d87a29578137/visual.json
/3.Sample Files/Spend Cube.Report,1fcf82ba299c5692a2b4,9b7d3377d87a29578137,tableEx,Style 3,columnHeaders.fontColor.solid.color,color,"ThemeDataColor(ColorId=0,Percent=0)",string,3.Sample Files/Spend Cube.Report/definition/pages/1fcf82ba299c5692a2b4/visuals/9b7d3377d87a29578137/visual.json
/3.Sample Files/Spend Cube.Report,1fcf82ba299c5692a2b4,9b7d3377d87a29578137,tableEx,Style 3,columnHeaders.fontFamily,fontFamily,"''Segoe UI Semibold'', wf_segoe-ui_semibold, helvetica, arial, sans-serif",string,3.Sample Files/Spend Cube.Report/definition/pages/1fcf82ba299c5692a2b4/visuals/9b7d3377d87a29578137/visual.json
/3.Sample Files/Spend Cube.Report,1fcf82ba299c5692a2b4,9b7d3377d87a29578137,tableEx,Style 3,columnHeaders.fontSize,fontSize,12,integer,3.Sample Files/Spend Cube.Report/definition/pages/1fcf82ba299c5692a2b4/visuals/9b7d3377d87a29578137/visual.json
/3.Sample Files/Spend Cube.Report,1fcf82ba299c5692a2b4,9b7d3377d87a29578137,tableEx,Style 3,values.fontFamily,fontFamily,"''Segoe UI'', wf_segoe-ui_normal, helvetica, arial, sans-serif",string,3.Sample Files/Spend Cube.Report/definition/pages/1fcf82ba299c5692a2b4/visuals/9b7d3377d87a29578137/visual.json
/3.Sample Files/Spend Cube.Report,1fcf82ba299c5692a2b4,a779017bade6b6576f13,slicer,Style 1,data.mode,mode,Dropdown,string,3.Sample Files/Spend Cube.Report/definition/pages/1fcf82ba299c5692a2b4/visuals/a779017bade6b6576f13/visual.json
/3.Sample Files/Spend Cube.Report,1fcf82ba299c5692a2b4,a779017bade6b6576f13,slicer,Style 1,header.show,show,true,boolean,3.Sample Files/Spend Cube.Report/definition/pages/1fcf82ba299c5692a2b4/visuals/a779017bade6b6576f13/visual.json
/3.Sample Files/Spend Cube.Report,1fcf82ba299c5692a2b4,a779017bade6b6576f13,slicer,Style 1,selection.selectAllCheckboxEnabled,selectAllCheckboxEnabled,true,boolean,3.Sample Files/Spend Cube.Report/definition/pages/1fcf82ba299c5692a2b4/visuals/a779017bade6b6576f13/visual.json
/3.Sample Files/Spend Cube.Report,1fcf82ba299c5692a2b4,a779017bade6b6576f13,slicer,Style 1,selection.singleSelect,singleSelect,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/1fcf82ba299c5692a2b4/visuals/a779017bade6b6576f13/visual.json
/3.Sample Files/Spend Cube.Report,1fcf82ba299c5692a2b4,a779017bade6b6576f13,slicer,Style 1,visualHeader.show,show,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/1fcf82ba299c5692a2b4/visuals/a779017bade6b6576f13/visual.json
/3.Sample Files/Spend Cube.Report,1fcf82ba299c5692a2b4,aadaaddae765eee04dd4,image,Style 1,imageScaling.imageScalingType,imageScalingType,Normal,string,3.Sample Files/Spend Cube.Report/definition/pages/1fcf82ba299c5692a2b4/visuals/aadaaddae765eee04dd4/visual.json
/3.Sample Files/Spend Cube.Report,1fcf82ba299c5692a2b4,c351922afff13c7a874b,actionButton,Style 1,icon.show,show,true,boolean,3.Sample Files/Spend Cube.Report/definition/pages/1fcf82ba299c5692a2b4/visuals/c351922afff13c7a874b/visual.json
/3.Sample Files/Spend Cube.Report,1fcf82ba299c5692a2b4,c751a9a865b8e8aba9cd,slicer,Style 1,data.mode,mode,Dropdown,string,3.Sample Files/Spend Cube.Report/definition/pages/1fcf82ba299c5692a2b4/visuals/c751a9a865b8e8aba9cd/visual.json
/3.Sample Files/Spend Cube.Report,1fcf82ba299c5692a2b4,c751a9a865b8e8aba9cd,slicer,Style 1,header.show,show,true,boolean,3.Sample Files/Spend Cube.Report/definition/pages/1fcf82ba299c5692a2b4/visuals/c751a9a865b8e8aba9cd/visual.json
/3.Sample Files/Spend Cube.Report,1fcf82ba299c5692a2b4,c751a9a865b8e8aba9cd,slicer,Style 1,selection.selectAllCheckboxEnabled,selectAllCheckboxEnabled,true,boolean,3.Sample Files/Spend Cube.Report/definition/pages/1fcf82ba299c5692a2b4/visuals/c751a9a865b8e8aba9cd/visual.json
/3.Sample Files/Spend Cube.Report,1fcf82ba299c5692a2b4,c751a9a865b8e8aba9cd,slicer,Style 1,selection.singleSelect,singleSelect,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/1fcf82ba299c5692a2b4/visuals/c751a9a865b8e8aba9cd/visual.json
/3.Sample Files/Spend Cube.Report,1fcf82ba299c5692a2b4,c751a9a865b8e8aba9cd,slicer,Style 1,visualHeader.show,show,false,boolean,3.Sample Files/Spend Cube.Report/definition/pages/1fcf82ba299c5692a2b4/visuals/c751a9a865b8e8aba9cd/visual.json
/3.Sample Files/Spend Cube.Report,23d10e40206341b517f6,1c82c4abdbd40f3a214a,actionButton,Style 1,icon.show,show,true,boolean,3.Sample Files/Spend Cube.Report/definition/pages/23d10e40206341b517f6/visuals/1c82c4abdbd40f3a214a/visual.json
/3.Sample Files/Spend Cube.Report,23d10e40206341b517f6,2cfb01ccedc5100dbe59,image,Style 1,imageScaling.imageScalingType,imageScalingType,Normal,string,3.Sample Files/Spend Cube.Report/definition/pages/23d10e40206341b517f6/visuals/2cfb01ccedc5100dbe59/visual.json
/3.Sample Files/Spend Cube.Report,23d10e40206341b517f6,325b62c58eea9e026863,slicer,Style 1,data.mode,mode,Dropdown,string,3.Sample Files/Spend Cube.Report/definition/pages/23d10e40206341b517f6/visuals/325b62c58eea9e026863/visual.json
/3.Sample Files/Spend Cube.Report,23d10e40206341b517f6,325b62c58eea9e026863,slicer,Style 1,header.show,show,true,boolean,3.Sample Files/Spend Cube.Report/definition/pages/23d10e40206341b517f6/visuals/325b62c58eea9e026863/visual.json
